Vessel Name,Port Call Type,Port Type,Port At Call,Ata/atd11,Time At Port,In Transit Port Calls,Vessel Type - Detailed,Commercial Market
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-20 21:02 UTC,59m,Not in Transit,Other Passenger,PASSENGER SHIPS
PILOT BOAT ORION,DEPARTURE,Port,LOS ANGELES,2021-11-20 19:49 UTC,1h 5m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
JAMIE ANN,DEPARTURE,Port,LOS ANGELES,2021-11-20 19:13 UTC,3h 15m,Not in Transit,Other Special Craft,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-20 17:56 UTC,2h 52m,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM MAVERICK,DEPARTURE,Port,LOS ANGELES,2021-11-20 16:16 UTC,2h 19m,Not in Transit,Tug,SUPPORTING VESSELS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-20 16:05 UTC,2h 27m,Not in Transit,Tug,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-20 16:01 UTC,37m,Not in Transit,Other Special Craft,OTHER MARKETS
MONTE CARLO,DEPARTURE,Port,LOS ANGELES,2021-11-20 15:08 UTC,30m,Not in Transit,Other Fishing,FISHING
PILOT BOAT BANNING,DEPARTURE,Port,LOS ANGELES,2021-11-20 13:41 UTC,10m,In Transit,Pilot Boat,SUPPORTING VESSELS
ROBYN J,DEPARTURE,Port,LOS ANGELES,2021-11-20 13:11 UTC,58m,Not in Transit,Other Special Craft,OTHER MARKETS
LA ESPADA,DEPARTURE,Port,LOS ANGELES,2021-11-20 02:27 UTC,41m,Not in Transit,Other Passenger,PASSENGER SHIPS
RICH PADDEN,DEPARTURE,Port,LOS ANGELES,2021-11-20 01:25 UTC,3h 52m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-20 00:56 UTC,2h 31m,Not in Transit,Other Special Craft,OTHER MARKETS
CATALINA PROVIDER,DEPARTURE,Port,LOS ANGELES,2021-11-20 00:42 UTC,3h 8m,Not in Transit,Other Cargo,DRY BREAKBULK
LA ESPADA,DEPARTURE,Port,LOS ANGELES,2021-11-20 00:08 UTC,3h 11m,Not in Transit,Other Passenger,PASSENGER SHIPS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-20 22:12 UTC,5h 49m,Not in Transit,Other Special Craft,OTHER MARKETS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-20 15:49 UTC,7h 16m,Not in Transit,Other Special Craft,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-20 14:25 UTC,5h 13m,Not in Transit,Other Special Craft,OTHER MARKETS
PILOT BOAT BANNING,DEPARTURE,Port,LOS ANGELES,2021-11-20 13:10 UTC,11h 10m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-20 13:10 UTC,10h 36m,Not in Transit,Other Special Craft,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-20 08:16 UTC,13h 1m,Not in Transit,Other Special Craft,OTHER MARKETS
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-20 07:49 UTC,7h 14m,Not in Transit,Crew Boat,SUPPORTING VESSELS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-20 06:00 UTC,8h 37m,Not in Transit,Tug,SUPPORTING VESSELS
NAVIGATOR OF THE SEAS,DEPARTURE,Port,LOS ANGELES,2021-11-20 01:53 UTC,13h 12m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
PILOT BOAT BANNING,DEPARTURE,Port,LOS ANGELES,2021-11-20 01:53 UTC,11h 17m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
ADMIRAL,DEPARTURE,Port,LOS ANGELES,2021-11-20 01:17 UTC,9h 10m,Not in Transit,Tug,SUPPORTING VESSELS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-20 01:16 UTC,8h 43m,Not in Transit,Tug,SUPPORTING VESSELS
MAURETANIA,DEPARTURE,Port,LOS ANGELES,2021-11-20 23:59 UTC,1d 3h 54m,Not in Transit,Other Passenger,PASSENGER SHIPS
IRVING JOHNSON,DEPARTURE,Port,LOS ANGELES,2021-11-20 23:50 UTC,1d 4h ,Not in Transit,Sailing Vessel,PLEASURE CRAFT
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-20 22:29 UTC,15h 44m,Not in Transit,Tug,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-20 22:20 UTC,14h 40m,Not in Transit,Tug,SUPPORTING VESSELS
POWAN,DEPARTURE,Port,LOS ANGELES,2021-11-20 22:12 UTC,2d 2m,Not in Transit,Bulk Carrier,DRY BULK
GLADYS S,DEPARTURE,Port,LOS ANGELES,2021-11-20 22:01 UTC,1d 17h 44m,Not in Transit,Other Passenger,PASSENGER SHIPS
ADMIRAL,DEPARTURE,Port,LOS ANGELES,2021-11-20 21:14 UTC,15h 36m,Not in Transit,Tug,SUPPORTING VESSELS
HERE WE GO,DEPARTURE,Port,LOS ANGELES,2021-11-20 19:33 UTC,1d 19h 2m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
MISS CHRISTI,DEPARTURE,Port,LOS ANGELES,2021-11-20 18:38 UTC,20h 53m,Not in Transit,Other Special Craft,OTHER MARKETS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-20 18:33 UTC,16h 12m,Not in Transit,Other Passenger,PASSENGER SHIPS
MAGICIAN,DEPARTURE,Port,LOS ANGELES,2021-11-20 15:22 UTC,1d 3h 59m,Not in Transit,Other Passenger,PASSENGER SHIPS
SERENDIPITER,DEPARTURE,Port,LOS ANGELES,2021-11-20 15:14 UTC,18h 6m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-20 12:36 UTC,1d 1h 21m,Not in Transit,Other Special Craft,OTHER MARKETS
DELTA AUDREY,DEPARTURE,Port,LOS ANGELES,2021-11-20 12:20 UTC,20h 54m,Not in Transit,Tug,SUPPORTING VESSELS
DELTA TERESA,DEPARTURE,Port,LOS ANGELES,2021-11-20 12:19 UTC,20h 56m,Not in Transit,Other Special Craft,OTHER MARKETS
LEADER,DEPARTURE,Port,LOS ANGELES,2021-11-20 11:26 UTC,18h 21m,Not in Transit,Tug,SUPPORTING VESSELS
ELSA,DEPARTURE,Port,LOS ANGELES,2021-11-20 07:18 UTC,1d 6h 25m,Not in Transit,Other Special Craft,OTHER MARKETS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-20 06:24 UTC,15h 51m,Not in Transit,Tug,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-20 01:16 UTC,21h 24m,Not in Transit,Other Special Craft,OTHER MARKETS
TIDECHASER,DEPARTURE,Port,LOS ANGELES,2021-11-20 22:52 UTC,21d 4h 33m,Not in Transit,Other Fishing,FISHING
J CREW,DEPARTURE,Port,LOS ANGELES,2021-11-20 20:52 UTC,2d 19h 20m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
RED SKY,DEPARTURE,Port,LOS ANGELES,2021-11-20 19:37 UTC,14d 20h 44m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
OCEAN GUARDIAN,DEPARTURE,Port,LOS ANGELES,2021-11-20 18:40 UTC,7d 21h 57m,Not in Transit,Other Special Craft,OTHER MARKETS
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-20 17:09 UTC,5d 14h 5m,Not in Transit,Other Passenger,PASSENGER SHIPS
LEGASEA,DEPARTURE,Port,LOS ANGELES,2021-11-20 16:38 UTC,19d 23h 47m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-20 16:17 UTC,3d 20h 46m,Not in Transit,Unspecified,OTHER MARKETS
PREDATOR II,DEPARTURE,Port,LOS ANGELES,2021-11-20 16:00 UTC,12d 22h 9m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
MAGNOLIA STATE,DEPARTURE,Port,LOS ANGELES,2021-11-20 15:49 UTC,2d 2h 9m,Not in Transit,Oil/Chemical Tanker,WET BULK
PACIFIC STAR,DEPARTURE,Port,LOS ANGELES,2021-11-20 15:23 UTC,5d 14h 15m,Not in Transit,Other Special Craft,OTHER MARKETS
MSC TAMPICO,DEPARTURE,Port,LOS ANGELES,2021-11-20 13:16 UTC,7d 14m,Not in Transit,Container Ship,CONTAINER SHIPS
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-20 06:22 UTC,3d 4h 52m,Not in Transit,Tug,SUPPORTING VESSELS
CRYSTAL STAR,DEPARTURE,Port,LOS ANGELES,2021-11-20 00:58 UTC,7d 15h 44m,Not in Transit,Other Fishing,FISHING
MISS MAYA,DEPARTURE,Port,LOS ANGELES,2021-11-20 00:14 UTC,15d 7h 50m,Not in Transit,Other Passenger,PASSENGER SHIPS
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-21 23:52 UTC,2h 19m,Not in Transit,Unspecified,OTHER MARKETS
V.A.POINT VICENTE,DEPARTURE,Port,LOS ANGELES,2021-11-21 23:47 UTC,58m,Not in Transit,Other Special Craft,OTHER MARKETS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-21 23:33 UTC,53m,Not in Transit,Other Passenger,PASSENGER SHIPS
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-21 23:16 UTC,2h 34m,Not in Transit,Other Passenger,PASSENGER SHIPS
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-21 22:45 UTC,1h 14m,Not in Transit,Crew Boat,SUPPORTING VESSELS
CHAMPAGNE,DEPARTURE,Port,LOS ANGELES,2021-11-21 22:36 UTC,11m,In Transit,Sailing Vessel,PLEASURE CRAFT
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-21 22:17 UTC,1h 42m,Not in Transit,Other Passenger,PASSENGER SHIPS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-21 21:05 UTC,54m,Not in Transit,Other Passenger,PASSENGER SHIPS
GLADYS S,DEPARTURE,Port,LOS ANGELES,2021-11-21 20:35 UTC,3h 17m,Not in Transit,Other Passenger,PASSENGER SHIPS
PATRICK,DEPARTURE,Port,LOS ANGELES,2021-11-21 19:28 UTC,2h 21m,Not in Transit,Supply Vessel,SUPPORTING VESSELS
PILOT BOAT POLARIS 3,DEPARTURE,Port,LOS ANGELES,2021-11-21 19:15 UTC,1h 29m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BALTIMORE,DEPARTURE,Port,LOS ANGELES,2021-11-21 19:12 UTC,1h 41m,Not in Transit,Tug,SUPPORTING VESSELS
DELTA AUDREY,DEPARTURE,Port,LOS ANGELES,2021-11-21 17:56 UTC,4h 24m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-21 17:34 UTC,3h 55m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
MISS CHRISTI,DEPARTURE,Port,LOS ANGELES,2021-11-21 16:46 UTC,1h 22m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-21 16:32 UTC,46m,Not in Transit,Other Special Craft,OTHER MARKETS
DELTA TERESA,DEPARTURE,Port,LOS ANGELES,2021-11-21 16:19 UTC,2h 40m,Not in Transit,Other Special Craft,OTHER MARKETS
MR. BILL,DEPARTURE,Port,LOS ANGELES,2021-11-21 16:12 UTC,25m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
OCEAN GUARDIAN,DEPARTURE,Port,LOS ANGELES,2021-11-21 14:03 UTC,1h 44m,Not in Transit,Other Special Craft,OTHER MARKETS
BARBARA J MULHOLLAND,DEPARTURE,Port,LOS ANGELES,2021-11-21 13:59 UTC,1h 27m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-21 13:50 UTC,11m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-21 13:39 UTC,1h 46m,Not in Transit,Tug,SUPPORTING VESSELS
MILLENNIUM MAVERICK,DEPARTURE,Port,LOS ANGELES,2021-11-21 13:38 UTC,1h 56m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-21 13:19 UTC,25m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-21 12:36 UTC,32m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BARBARA J MULHOLLAND,DEPARTURE,Port,LOS ANGELES,2021-11-21 12:31 UTC,48m,Not in Transit,Tug,SUPPORTING VESSELS
EDITH FOSS,DEPARTURE,Port,LOS ANGELES,2021-11-21 12:04 UTC,9m,In Transit,Tug,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-21 07:01 UTC,3h 52m,Not in Transit,Other Special Craft,OTHER MARKETS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-21 06:57 UTC,3h 15m,Not in Transit,Tug,SUPPORTING VESSELS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-21 04:28 UTC,3h 19m,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM MAVERICK,DEPARTURE,Port,LOS ANGELES,2021-11-21 03:28 UTC,1h 58m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-21 03:23 UTC,27m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
ANGLER MANAGEMENT,DEPARTURE,Port,LOS ANGELES,2021-11-21 03:22 UTC,3h 11m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
MAKO,DEPARTURE,Port,LOS ANGELES,2021-11-21 03:18 UTC,1h 45m,Not in Transit,Other Special Craft,OTHER MARKETS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-21 03:11 UTC,2h 41m,Not in Transit,Tug,SUPPORTING VESSELS
JAMIE RENEA,DEPARTURE,Port,LOS ANGELES,2021-11-21 02:55 UTC,2h 24m,Not in Transit,Tug,SUPPORTING VESSELS
BO BRUSCO,DEPARTURE,Port,LOS ANGELES,2021-11-21 02:54 UTC,1h 49m,Not in Transit,Other Special Craft,OTHER MARKETS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-21 02:53 UTC,36m,Not in Transit,Other Passenger,PASSENGER SHIPS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-21 02:49 UTC,36m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
SABALO,DEPARTURE,Port,LOS ANGELES,2021-11-21 02:19 UTC,18m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-21 02:06 UTC,57m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
SABALO,DEPARTURE,Port,LOS ANGELES,2021-11-21 01:41 UTC,17m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-21 00:57 UTC,1h 38m,Not in Transit,Other Special Craft,OTHER MARKETS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-21 00:52 UTC,1h 2m,Not in Transit,Other Passenger,PASSENGER SHIPS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-21 23:06 UTC,5h 16m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-21 22:37 UTC,9h 46m,Not in Transit,Tug,SUPPORTING VESSELS
BO BRUSCO,DEPARTURE,Port,LOS ANGELES,2021-11-21 19:29 UTC,7h 53m,Not in Transit,Other Special Craft,OTHER MARKETS
RICH PADDEN,DEPARTURE,Port,LOS ANGELES,2021-11-21 19:26 UTC,7h 50m,Not in Transit,Other Special Craft,OTHER MARKETS
MAKO,DEPARTURE,Port,LOS ANGELES,2021-11-21 17:10 UTC,12h 42m,Not in Transit,Other Special Craft,OTHER MARKETS
SABALO,DEPARTURE,Port,LOS ANGELES,2021-11-21 16:42 UTC,11h 47m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-21 15:07 UTC,5h 25m,Not in Transit,Other Special Craft,OTHER MARKETS
MONTE CARLO,DEPARTURE,Port,LOS ANGELES,2021-11-21 14:58 UTC,13h 38m,Not in Transit,Other Fishing,FISHING
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-21 13:15 UTC,10h 38m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-21 11:38 UTC,8h 10m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-21 07:01 UTC,13h 25m,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-21 05:59 UTC,5h 33m,Not in Transit,Tug,SUPPORTING VESSELS
SERENDIPITER,DEPARTURE,Port,LOS ANGELES,2021-11-21 02:21 UTC,7h 53m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
GRAND PRINCESS,DEPARTURE,Port,LOS ANGELES,2021-11-21 01:13 UTC,10h 53m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
LEADER,DEPARTURE,Port,LOS ANGELES,2021-11-21 01:12 UTC,5h 26m,Not in Transit,Tug,SUPPORTING VESSELS
MAJESTIC PRINCESS,DEPARTURE,Port,LOS ANGELES,2021-11-21 01:02 UTC,11h 22m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
DELTA TERESA,DEPARTURE,Port,LOS ANGELES,2021-11-21 00:53 UTC,11h 22m,Not in Transit,Other Special Craft,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-21 00:23 UTC,5h 5m,Not in Transit,Other Special Craft,OTHER MARKETS
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-21 23:55 UTC,1d 16h 12m,Not in Transit,Tug,SUPPORTING VESSELS
V.A.POINT VICENTE,DEPARTURE,Port,LOS ANGELES,2021-11-21 21:16 UTC,18h 40m,Not in Transit,Other Special Craft,OTHER MARKETS
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-21 20:21 UTC,1d 7h 1m,Not in Transit,Crew Boat,SUPPORTING VESSELS
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-21 19:15 UTC,1d 2h 10m,Not in Transit,Unspecified,OTHER MARKETS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-21 18:40 UTC,17h 25m,Not in Transit,Other Passenger,PASSENGER SHIPS
LEADER,DEPARTURE,Port,LOS ANGELES,2021-11-21 18:06 UTC,14h 28m,Not in Transit,Tug,SUPPORTING VESSELS
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-21 17:09 UTC,14h 7m,Not in Transit,Other Passenger,PASSENGER SHIPS
JOHN HENRY,DEPARTURE,Port,LOS ANGELES,2021-11-21 16:40 UTC,2d 1h 56m,Not in Transit,Service Vessel,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-21 16:08 UTC,16h 25m,Not in Transit,Tug,SUPPORTING VESSELS
GLADYS S,DEPARTURE,Port,LOS ANGELES,2021-11-21 13:58 UTC,15h ,Not in Transit,Other Passenger,PASSENGER SHIPS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-21 01:12 UTC,17h 18m,Not in Transit,Tug,SUPPORTING VESSELS
MAKO,DEPARTURE,Port,LOS ANGELES,2021-11-21 01:08 UTC,1d 4h 4m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-21 01:03 UTC,2d 1h 40m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
V.A.POINT VICENTE,DEPARTURE,Port,LOS ANGELES,2021-11-21 00:33 UTC,1d 3h 7m,Not in Transit,Other Special Craft,OTHER MARKETS
VIBRIO,DEPARTURE,Port,LOS ANGELES,2021-11-21 23:16 UTC,2d 8h 26m,Not in Transit,Other Special Craft,OTHER MARKETS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-21 23:13 UTC,2d 2h 49m,Not in Transit,Other Special Craft,OTHER MARKETS
SERENADE,DEPARTURE,Port,LOS ANGELES,2021-11-21 23:11 UTC,10d 9m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
EXY JOHNSON,DEPARTURE,Port,LOS ANGELES,2021-11-21 21:36 UTC,3d 1h 29m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
EL TANGLERO,DEPARTURE,Port,LOS ANGELES,2021-11-21 21:26 UTC,21d 21h 54m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
CHELSEA MARIE,DEPARTURE,Port,LOS ANGELES,2021-11-21 20:11 UTC,2d 3h 4m,Not in Transit,Other Fishing,FISHING
VICKI ANN,DEPARTURE,Port,LOS ANGELES,2021-11-21 18:31 UTC,3d 15h 11m,Not in Transit,Other Special Craft,OTHER MARKETS
ORCA I,DEPARTURE,Port,LOS ANGELES,2021-11-21 18:03 UTC,3d 19h 58m,Not in Transit,Other Cargo,DRY BREAKBULK
CAPE BLANCO,DEPARTURE,Port,LOS ANGELES,2021-11-21 15:15 UTC,5d 8h 57m,Not in Transit,Fishing Vessel,FISHING
BREATHE,DEPARTURE,Port,LOS ANGELES,2021-11-21 15:02 UTC,9d 17h 34m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
FERRIGNO BOY,DEPARTURE,Port,LOS ANGELES,2021-11-21 14:50 UTC,2d 21h 13m,Not in Transit,Fishing Vessel,FISHING
DONZ RIG,DEPARTURE,Port,LOS ANGELES,2021-11-21 13:32 UTC,2d 3h 5m,Not in Transit,Other Fishing,FISHING
ONE COMMITMENT,DEPARTURE,Port,LOS ANGELES,2021-11-21 13:31 UTC,10d 23h 19m,Not in Transit,Container Ship,CONTAINER SHIPS
ST KATHERINE,DEPARTURE,Port,LOS ANGELES,2021-11-21 11:40 UTC,4d 4h 9m,Not in Transit,Other Fishing,FISHING
ONE HAMMERSMITH,DEPARTURE,Port,LOS ANGELES,2021-11-21 03:23 UTC,6d 14h 45m,Not in Transit,Container Ship,CONTAINER SHIPS
GSL SYROS,DEPARTURE,Port,LOS ANGELES,2021-11-21 02:49 UTC,7d 14h 47m,Not in Transit,Container Ship,CONTAINER SHIPS
NYK RUMINA,DEPARTURE,Port,LOS ANGELES,2021-11-21 02:07 UTC,2d 2h 29m,Not in Transit,Container Ship,CONTAINER SHIPS
SABALO,DEPARTURE,Port,LOS ANGELES,2021-11-21 00:52 UTC,5d 22h 11m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
SUPER EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-22 23:17 UTC,2h 33m,Not in Transit,High Speed Craft,PASSENGER SHIPS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-22 22:59 UTC,43m,Not in Transit,Other Special Craft,OTHER MARKETS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-22 22:07 UTC,57m,Not in Transit,Other Passenger,PASSENGER SHIPS
MAKO,DEPARTURE,Port,LOS ANGELES,2021-11-22 21:58 UTC,1h 33m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-22 20:47 UTC,3h 3m,Not in Transit,Other Special Craft,OTHER MARKETS
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-22 20:03 UTC,46m,Not in Transit,Crew Boat,SUPPORTING VESSELS
MAKO,DEPARTURE,Port,LOS ANGELES,2021-11-22 19:40 UTC,1h 25m,Not in Transit,Other Special Craft,OTHER MARKETS
SHELTER ISLAND,DEPARTURE,Port,LOS ANGELES,2021-11-22 19:25 UTC,2h 22m,Not in Transit,Other Special Craft,OTHER MARKETS
TORONADO,DEPARTURE,Port,LOS ANGELES,2021-11-22 19:19 UTC,1h 20m,Not in Transit,Other Fishing,FISHING
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-22 19:03 UTC,3h 41m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-22 17:59 UTC,1h 9m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
MAKO,DEPARTURE,Port,LOS ANGELES,2021-11-22 17:36 UTC,56m,In Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-22 16:46 UTC,2h 43m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-22 16:42 UTC,54m,Not in Transit,Tug,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-22 15:54 UTC,55m,Not in Transit,Other Special Craft,OTHER MARKETS
MAKO,DEPARTURE,Port,LOS ANGELES,2021-11-22 15:52 UTC,50m,Not in Transit,Other Special Craft,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-22 15:30 UTC,29m,Not in Transit,Other Special Craft,OTHER MARKETS
RICH PADDEN,DEPARTURE,Port,LOS ANGELES,2021-11-22 13:57 UTC,3h 7m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-22 13:57 UTC,2h 7m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BARBARA J MULHOLLAND,DEPARTURE,Port,LOS ANGELES,2021-11-22 13:41 UTC,1h 53m,Not in Transit,Tug,SUPPORTING VESSELS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-22 13:37 UTC,1h 46m,Not in Transit,Tug,SUPPORTING VESSELS
BO BRUSCO,DEPARTURE,Port,LOS ANGELES,2021-11-22 13:18 UTC,2h 27m,Not in Transit,Other Special Craft,OTHER MARKETS
BARBARA J MULHOLLAND,DEPARTURE,Port,LOS ANGELES,2021-11-22 11:58 UTC,10m,In Transit,Tug,SUPPORTING VESSELS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-22 08:15 UTC,1h 50m,Not in Transit,Tug,SUPPORTING VESSELS
BALTIMORE,DEPARTURE,Port,LOS ANGELES,2021-11-22 05:56 UTC,1h 43m,Not in Transit,Tug,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-22 05:43 UTC,1h 49m,Not in Transit,Tug,SUPPORTING VESSELS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-22 05:15 UTC,3h 3m,Not in Transit,Tug,SUPPORTING VESSELS
BARBARA J MULHOLLAND,DEPARTURE,Port,LOS ANGELES,2021-11-22 05:10 UTC,1h 33m,Not in Transit,Tug,SUPPORTING VESSELS
