Vessel Name,Port Call Type,Port Type,Port At Call,Ata/atd11,Time At Port,In Transit Port Calls,Vessel Type - Detailed,Commercial Market
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-27 12:33 UTC,14h 34m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
GLADYS S,DEPARTURE,Port,LOS ANGELES,2021-11-27 06:13 UTC,1d 7h 21m,Not in Transit,Other Passenger,PASSENGER SHIPS
EVER LIBERAL,DEPARTURE,Port,LOS ANGELES,2021-11-27 23:58 UTC,9d 9h 21m,Not in Transit,Container Ship,CONTAINER SHIPS
LAPPD BOAT 39,DEPARTURE,Port,LOS ANGELES,2021-11-27 20:11 UTC,3d 23h 45m,Not in Transit,Other Special Craft,OTHER MARKETS
FUJI GALAXY,DEPARTURE,Port,LOS ANGELES,2021-11-27 18:12 UTC,2d 2h 14m,Not in Transit,Chemical Tanker,WET BULK
ZORYANA,DEPARTURE,Port,LOS ANGELES,2021-11-27 18:00 UTC,12d 22h 3m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
MAGICIAN,DEPARTURE,Port,LOS ANGELES,2021-11-27 15:11 UTC,6d 13h 38m,Not in Transit,Other Passenger,PASSENGER SHIPS
FREEDOM,DEPARTURE,Port,LOS ANGELES,2021-11-27 07:05 UTC,7d 18h 5m,Not in Transit,Other Fishing,FISHING
ELSA,DEPARTURE,Port,LOS ANGELES,2021-11-27 03:33 UTC,2d 22h 23m,Not in Transit,Other Special Craft,OTHER MARKETS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-28 23:34 UTC,51m,Not in Transit,Other Passenger,PASSENGER SHIPS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-28 23:21 UTC,2h 19m,Not in Transit,Tug,SUPPORTING VESSELS
AVALON EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-28 23:15 UTC,1h 44m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-28 22:16 UTC,59m,Not in Transit,Other Passenger,PASSENGER SHIPS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-28 21:04 UTC,1h 5m,Not in Transit,Other Passenger,PASSENGER SHIPS
MONTE CARLO,DEPARTURE,Port,LOS ANGELES,2021-11-28 20:53 UTC,1h 1m,Not in Transit,Other Fishing,FISHING
BO BRUSCO,DEPARTURE,Port,LOS ANGELES,2021-11-28 20:33 UTC,1h 50m,Not in Transit,Other Special Craft,OTHER MARKETS
GLADYS S,DEPARTURE,Port,LOS ANGELES,2021-11-28 20:21 UTC,3h 52m,Not in Transit,Other Passenger,PASSENGER SHIPS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-28 18:39 UTC,2h 10m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-28 18:19 UTC,1h 40m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
MILLENNIUM MAVERICK,DEPARTURE,Port,LOS ANGELES,2021-11-28 16:40 UTC,4h 51m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-28 16:36 UTC,29m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
JAMIE RENEA,DEPARTURE,Port,LOS ANGELES,2021-11-28 16:19 UTC,1h 23m,Not in Transit,Tug,SUPPORTING VESSELS
CHRISTY S,DEPARTURE,Port,LOS ANGELES,2021-11-28 16:18 UTC,2h 24m,Not in Transit,Other Passenger,PASSENGER SHIPS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-28 15:46 UTC,34m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-28 15:40 UTC,10m,In Transit,Pilot Boat,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-28 14:50 UTC,10m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BO BRUSCO,DEPARTURE,Port,LOS ANGELES,2021-11-28 14:12 UTC,1h 45m,Not in Transit,Other Special Craft,OTHER MARKETS
JAMIE RENEA,DEPARTURE,Port,LOS ANGELES,2021-11-28 13:36 UTC,2h 3m,Not in Transit,Tug,SUPPORTING VESSELS
RICH PADDEN,DEPARTURE,Port,LOS ANGELES,2021-11-28 13:26 UTC,1h 39m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-28 13:03 UTC,55m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
TORONADO,DEPARTURE,Port,LOS ANGELES,2021-11-28 12:52 UTC,12m,In Transit,Other Fishing,FISHING
BO BRUSCO,DEPARTURE,Port,LOS ANGELES,2021-11-28 12:22 UTC,35m,Not in Transit,Other Special Craft,OTHER MARKETS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-28 06:04 UTC,4h 46m,Not in Transit,Tug,SUPPORTING VESSELS
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-28 04:36 UTC,3h 16m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-28 03:28 UTC,24m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BARBARA J MULHOLLAND,DEPARTURE,Port,LOS ANGELES,2021-11-28 03:07 UTC,4h 32m,Not in Transit,Tug,SUPPORTING VESSELS
JAMIE RENEA,DEPARTURE,Port,LOS ANGELES,2021-11-28 02:58 UTC,1h 20m,Not in Transit,Tug,SUPPORTING VESSELS
MILLENNIUM MAVERICK,DEPARTURE,Port,LOS ANGELES,2021-11-28 02:56 UTC,1h 18m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-28 02:55 UTC,1h 7m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-28 02:50 UTC,36m,Not in Transit,Other Passenger,PASSENGER SHIPS
RICH PADDEN,DEPARTURE,Port,LOS ANGELES,2021-11-28 01:49 UTC,2h 57m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-28 01:44 UTC,38m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BO BRUSCO,DEPARTURE,Port,LOS ANGELES,2021-11-28 01:13 UTC,2h 56m,Not in Transit,Other Special Craft,OTHER MARKETS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-28 00:51 UTC,1h 4m,Not in Transit,Other Passenger,PASSENGER SHIPS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-28 00:42 UTC,2h 7m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-28 00:39 UTC,20m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
SERENDIPITER,DEPARTURE,Port,LOS ANGELES,2021-11-28 23:19 UTC,6h 35m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-28 22:08 UTC,13h 17m,Not in Transit,Other Special Craft,OTHER MARKETS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-28 18:37 UTC,7h 6m,Not in Transit,Tug,SUPPORTING VESSELS
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-28 17:06 UTC,13h 58m,Not in Transit,Other Passenger,PASSENGER SHIPS
BARBARA J MULHOLLAND,DEPARTURE,Port,LOS ANGELES,2021-11-28 16:41 UTC,5h 7m,Not in Transit,Tug,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-28 16:22 UTC,8h 5m,Not in Transit,Tug,SUPPORTING VESSELS
LAGUNA,DEPARTURE,Port,LOS ANGELES,2021-11-28 15:43 UTC,12h 8m,Not in Transit,Other Special Craft,OTHER MARKETS
MONTE CARLO,DEPARTURE,Port,LOS ANGELES,2021-11-28 14:57 UTC,13h 21m,Not in Transit,Other Fishing,FISHING
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-28 13:10 UTC,10h 48m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-28 11:40 UTC,7h 6m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-28 07:59 UTC,7h 30m,Not in Transit,Other Special Craft,OTHER MARKETS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-28 06:13 UTC,5h 34m,Not in Transit,Tug,SUPPORTING VESSELS
DELTA TERESA,DEPARTURE,Port,LOS ANGELES,2021-11-28 01:25 UTC,8h 34m,Not in Transit,Other Special Craft,OTHER MARKETS
MAJESTIC PRINCESS,DEPARTURE,Port,LOS ANGELES,2021-11-28 00:49 UTC,11h 9m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-28 23:20 UTC,18h 35m,Not in Transit,Tug,SUPPORTING VESSELS
DELTA AUDREY,DEPARTURE,Port,LOS ANGELES,2021-11-28 19:37 UTC,1d 4h 18m,Not in Transit,Tug,SUPPORTING VESSELS
AVALON EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-28 19:07 UTC,17h 38m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-28 18:37 UTC,17h 19m,Not in Transit,Other Passenger,PASSENGER SHIPS
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-28 18:18 UTC,19h 17m,Not in Transit,Unspecified,OTHER MARKETS
VICKI ANN,DEPARTURE,Port,LOS ANGELES,2021-11-28 17:42 UTC,18h 17m,Not in Transit,Other Special Craft,OTHER MARKETS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-28 16:57 UTC,22h 29m,Not in Transit,Tug,SUPPORTING VESSELS
ADMIRAL,DEPARTURE,Port,LOS ANGELES,2021-11-28 16:49 UTC,1d 3h 11m,Not in Transit,Tug,SUPPORTING VESSELS
CORPUS CHRISTI,DEPARTURE,Port,LOS ANGELES,2021-11-28 16:46 UTC,1d 3h 7m,Not in Transit,Tug,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-28 16:25 UTC,15h 5m,Not in Transit,Other Special Craft,OTHER MARKETS
LEADER,DEPARTURE,Port,LOS ANGELES,2021-11-28 15:36 UTC,1d 1h 56m,Not in Transit,Tug,SUPPORTING VESSELS
MAGICIAN,DEPARTURE,Port,LOS ANGELES,2021-11-28 15:22 UTC,14h 42m,Not in Transit,Other Passenger,PASSENGER SHIPS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-28 14:25 UTC,1d 3h 50m,Not in Transit,Other Special Craft,OTHER MARKETS
CHRISTY S,DEPARTURE,Port,LOS ANGELES,2021-11-28 13:06 UTC,15h 5m,Not in Transit,Other Passenger,PASSENGER SHIPS
GLADYS S,DEPARTURE,Port,LOS ANGELES,2021-11-28 08:11 UTC,21h 11m,Not in Transit,Other Passenger,PASSENGER SHIPS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-28 05:35 UTC,18h 30m,Not in Transit,Tug,SUPPORTING VESSELS
DUBLIN SEA,DEPARTURE,Port,LOS ANGELES,2021-11-28 01:00 UTC,1d 11h 36m,Not in Transit,Pusher Tug,SUPPORTING VESSELS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-28 00:12 UTC,21h 13m,Not in Transit,Other Special Craft,OTHER MARKETS
RIGEL,DEPARTURE,Port,LOS ANGELES,2021-11-28 23:18 UTC,7d 3h 33m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
EXCELLENCE,DEPARTURE,Port,LOS ANGELES,2021-11-28 23:08 UTC,15d 7m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
VIKING,DEPARTURE,Port,LOS ANGELES,2021-11-28 22:24 UTC,14d 4h 15m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
SABALO,DEPARTURE,Port,LOS ANGELES,2021-11-28 22:02 UTC,3d 1h 31m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
SERENADE,DEPARTURE,Port,LOS ANGELES,2021-11-28 22:00 UTC,6d 22h 5m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
PALADIN,DEPARTURE,Port,LOS ANGELES,2021-11-28 17:10 UTC,20d 22h 12m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
KEN EI,DEPARTURE,Port,LOS ANGELES,2021-11-28 16:36 UTC,13d 21h 43m,Not in Transit,Bulk Carrier,DRY BULK
NAT GEO VENTURE,DEPARTURE,Port,LOS ANGELES,2021-11-28 15:42 UTC,5d 21h 13m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
CAPE BLANCO,DEPARTURE,Port,LOS ANGELES,2021-11-28 14:46 UTC,3d 22h 39m,Not in Transit,Fishing Vessel,FISHING
SERENDIPITER,DEPARTURE,Port,LOS ANGELES,2021-11-28 14:41 UTC,2d 20h 59m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
ARISTOMENIS,DEPARTURE,Port,LOS ANGELES,2021-11-28 14:18 UTC,11d 19m,Not in Transit,Container Ship,CONTAINER SHIPS
CMA CGM J.ADAMS,DEPARTURE,Port,LOS ANGELES,2021-11-28 13:33 UTC,10d 6h 54m,Not in Transit,Container Ship,CONTAINER SHIPS
CAP CAPRICORN,DEPARTURE,Port,LOS ANGELES,2021-11-28 04:24 UTC,6d 15h 16m,Not in Transit,Container Ship,CONTAINER SHIPS
CSCL EAST CHINA SEA,DEPARTURE,Port,LOS ANGELES,2021-11-28 03:28 UTC,13d 12h 21m,Not in Transit,Container Ship,CONTAINER SHIPS
ONE THESEUS,DEPARTURE,Port,LOS ANGELES,2021-11-28 03:05 UTC,6d 14h 33m,Not in Transit,Container Ship,CONTAINER SHIPS
PRESIDENT EISENHOWER,DEPARTURE,Port,LOS ANGELES,2021-11-28 02:56 UTC,5d 23h 20m,Not in Transit,Container Ship,CONTAINER SHIPS
EVER LISSOME,DEPARTURE,Port,LOS ANGELES,2021-11-28 01:43 UTC,8d 11h 4m,Not in Transit,Container Ship,CONTAINER SHIPS
JAMIE RENEA,DEPARTURE,Port,LOS ANGELES,2021-11-29 23:59 UTC,1h 45m,Not in Transit,Tug,SUPPORTING VESSELS
TOWBOAT US AVALON,DEPARTURE,Port,LOS ANGELES,2021-11-29 23:32 UTC,48m,Not in Transit,Other Special Craft,OTHER MARKETS
AVALON EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-29 23:18 UTC,2h 37m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-29 21:59 UTC,21m,Not in Transit,Tug,SUPPORTING VESSELS
PILOT BOAT BANNING,DEPARTURE,Port,LOS ANGELES,2021-11-29 21:52 UTC,1h 36m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
EILEEN,DEPARTURE,Port,LOS ANGELES,2021-11-29 21:43 UTC,2h 11m,Not in Transit,Fishing Vessel,FISHING
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-29 21:35 UTC,1h 59m,Not in Transit,Tug,SUPPORTING VESSELS
PATRICK,DEPARTURE,Port,LOS ANGELES,2021-11-29 21:33 UTC,2h 4m,Not in Transit,Supply Vessel,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-29 20:44 UTC,3h 2m,Not in Transit,Other Special Craft,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-29 20:44 UTC,2h 22m,Not in Transit,Other Special Craft,OTHER MARKETS
V.A.POINT VICENTE,DEPARTURE,Port,LOS ANGELES,2021-11-29 20:41 UTC,3h 41m,Not in Transit,Other Special Craft,OTHER MARKETS
PILOT BOAT BANNING,DEPARTURE,Port,LOS ANGELES,2021-11-29 19:49 UTC,1h 2m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
ST KATHERINE,DEPARTURE,Port,LOS ANGELES,2021-11-29 19:48 UTC,3h 26m,Not in Transit,Other Fishing,FISHING
PILOT BOAT POLARIS 3,DEPARTURE,Port,LOS ANGELES,2021-11-29 19:27 UTC,1h 26m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-29 18:47 UTC,2h 7m,Not in Transit,Crew Boat,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-29 18:33 UTC,4h 4m,Not in Transit,Tug,SUPPORTING VESSELS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-29 18:31 UTC,57m,Not in Transit,Other Passenger,PASSENGER SHIPS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-29 18:29 UTC,3h 2m,Not in Transit,Tug,SUPPORTING VESSELS
LEADER,DEPARTURE,Port,LOS ANGELES,2021-11-29 18:25 UTC,3h 8m,Not in Transit,Tug,SUPPORTING VESSELS
PILOT BOAT ALTAIR,DEPARTURE,Port,LOS ANGELES,2021-11-29 17:43 UTC,55m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
VICKI ANN,DEPARTURE,Port,LOS ANGELES,2021-11-29 17:16 UTC,50m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-29 16:02 UTC,34m,Not in Transit,Other Special Craft,OTHER MARKETS
CHELSEA MARIE,DEPARTURE,Port,LOS ANGELES,2021-11-29 14:38 UTC,3h 3m,Not in Transit,Other Fishing,FISHING
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-29 10:52 UTC,2h 1m,Not in Transit,Other Special Craft,OTHER MARKETS
BARBARA J,DEPARTURE,Port,LOS ANGELES,2021-11-29 07:50 UTC,2h 51m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
PILOT BOAT BANNING,DEPARTURE,Port,LOS ANGELES,2021-11-29 07:22 UTC,2h 17m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
JAMIE ANN,DEPARTURE,Port,LOS ANGELES,2021-11-29 05:08 UTC,3h 38m,Not in Transit,Other Special Craft,OTHER MARKETS
RICH PADDEN,DEPARTURE,Port,LOS ANGELES,2021-11-29 05:04 UTC,3h 49m,Not in Transit,Other Special Craft,OTHER MARKETS
PILOT BOAT BANNING,DEPARTURE,Port,LOS ANGELES,2021-11-29 05:03 UTC,30m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-29 04:37 UTC,4h 7m,Not in Transit,Tug,SUPPORTING VESSELS
KATHERINE,DEPARTURE,Port,LOS ANGELES,2021-11-29 04:24 UTC,4h 20m,Not in Transit,Tug,SUPPORTING VESSELS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-29 03:25 UTC,32m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-29 03:02 UTC,2h 19m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-29 02:50 UTC,37m,Not in Transit,Other Passenger,PASSENGER SHIPS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-29 02:25 UTC,2h 32m,Not in Transit,Other Special Craft,OTHER MARKETS
BREATHE,DEPARTURE,Port,LOS ANGELES,2021-11-29 00:53 UTC,27m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-29 00:46 UTC,1h 57m,Not in Transit,Other Special Craft,OTHER MARKETS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-29 00:44 UTC,1h ,Not in Transit,Other Passenger,PASSENGER SHIPS
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-29 00:20 UTC,3h 25m,Not in Transit,Other Passenger,PASSENGER SHIPS
BROWN EYED GIRL,DEPARTURE,Port,LOS ANGELES,2021-11-29 00:07 UTC,12m,In Transit,Sailing Vessel,PLEASURE CRAFT
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-29 20:51 UTC,13h ,Not in Transit,Tug,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-29 20:32 UTC,5h 48m,Not in Transit,Other Special Craft,OTHER MARKETS
PILOT BOAT BANNING,DEPARTURE,Port,LOS ANGELES,2021-11-29 18:43 UTC,5h 36m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-29 16:02 UTC,11h 32m,Not in Transit,Other Special Craft,OTHER MARKETS
SERENDIPITER,DEPARTURE,Port,LOS ANGELES,2021-11-29 14:48 UTC,13h 23m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-29 13:14 UTC,10h 44m,Not in Transit,Other Special Craft,OTHER MARKETS
PILOT BOAT BANNING,DEPARTURE,Port,LOS ANGELES,2021-11-29 12:48 UTC,5h 22m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-29 12:22 UTC,7h 42m,Not in Transit,Tug,SUPPORTING VESSELS
ADMIRAL,DEPARTURE,Port,LOS ANGELES,2021-11-29 10:36 UTC,11h 49m,Not in Transit,Tug,SUPPORTING VESSELS
LEADER,DEPARTURE,Port,LOS ANGELES,2021-11-29 10:06 UTC,9h ,Not in Transit,Tug,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-29 09:18 UTC,8h 10m,Not in Transit,Other Special Craft,OTHER MARKETS
BREATHE,DEPARTURE,Port,LOS ANGELES,2021-11-29 07:56 UTC,6h 58m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-29 06:56 UTC,5h 52m,Not in Transit,Tug,SUPPORTING VESSELS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-29 06:31 UTC,13h ,Not in Transit,Other Special Craft,OTHER MARKETS
DELTA AUDREY,DEPARTURE,Port,LOS ANGELES,2021-11-29 05:00 UTC,6h 12m,Not in Transit,Tug,SUPPORTING VESSELS
GLADYS S,DEPARTURE,Port,LOS ANGELES,2021-11-29 03:05 UTC,5h 44m,Not in Transit,Other Passenger,PASSENGER SHIPS
GRAND PRINCESS,DEPARTURE,Port,LOS ANGELES,2021-11-29 00:55 UTC,9h 38m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-29 00:38 UTC,6h 5m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
NORWEGIAN BLISS,DEPARTURE,Port,LOS ANGELES,2021-11-29 00:36 UTC,10h 7m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
CHRISTY S,DEPARTURE,Port,LOS ANGELES,2021-11-29 23:55 UTC,1d 6h 33m,Not in Transit,Other Passenger,PASSENGER SHIPS
GLADYS S,DEPARTURE,Port,LOS ANGELES,2021-11-29 23:54 UTC,17h 25m,Not in Transit,Other Passenger,PASSENGER SHIPS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-29 22:04 UTC,20h 53m,Not in Transit,Other Passenger,PASSENGER SHIPS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-29 19:30 UTC,1d 15h 50m,Not in Transit,Other Special Craft,OTHER MARKETS
DELTA TERESA,DEPARTURE,Port,LOS ANGELES,2021-11-29 18:00 UTC,1d 18m,Not in Transit,Other Special Craft,OTHER MARKETS
AVALON EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-29 17:07 UTC,15h 28m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
VICKI ANN,DEPARTURE,Port,LOS ANGELES,2021-11-29 15:37 UTC,19h 14m,Not in Transit,Other Special Craft,OTHER MARKETS
V.A.POINT VICENTE,DEPARTURE,Port,LOS ANGELES,2021-11-29 15:29 UTC,1d 17h 59m,Not in Transit,Other Special Craft,OTHER MARKETS
ZORYANA,DEPARTURE,Port,LOS ANGELES,2021-11-29 13:52 UTC,1d 11h 44m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-29 13:21 UTC,1d 12h 36m,Not in Transit,Crew Boat,SUPPORTING VESSELS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-29 10:05 UTC,14h 39m,Not in Transit,Tug,SUPPORTING VESSELS
ATLANTIC FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-29 07:22 UTC,1d 18h 15m,Not in Transit,Oil/Chemical Tanker,WET BULK
FREEDOM,DEPARTURE,Port,LOS ANGELES,2021-11-29 05:18 UTC,21h 14m,Not in Transit,Other Fishing,FISHING
BAL PEACE,DEPARTURE,Port,LOS ANGELES,2021-11-29 05:03 UTC,1d 5h 53m,Not in Transit,Container Ship,CONTAINER SHIPS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-29 00:03 UTC,17h 28m,Not in Transit,Tug,SUPPORTING VESSELS
CGC FORREST REDNOUR,DEPARTURE,Port,LOS ANGELES,2021-11-29 23:12 UTC,25d 9h 26m,Not in Transit,Other Special Craft,OTHER MARKETS
MAURETANIA,DEPARTURE,Port,LOS ANGELES,2021-11-29 22:54 UTC,8d 21h 58m,Not in Transit,Other Passenger,PASSENGER SHIPS
MARINE SURVEYOR,DEPARTURE,Port,LOS ANGELES,2021-11-29 21:15 UTC,14d 1h 26m,Not in Transit,Other Special Craft,OTHER MARKETS
KENNETH CARL,DEPARTURE,Port,LOS ANGELES,2021-11-29 17:10 UTC,2d 18h 26m,Not in Transit,Pollution Control Vessel,SUPPORTING VESSELS
ELMER M,DEPARTURE,Port,LOS ANGELES,2021-11-29 16:14 UTC,13d 3h 23m,Not in Transit,Other Special Craft,OTHER MARKETS
MISS CHRISTI,DEPARTURE,Port,LOS ANGELES,2021-11-29 16:06 UTC,4d 19h 45m,Not in Transit,Other Special Craft,OTHER MARKETS
JEFFREY M,DEPARTURE,Port,LOS ANGELES,2021-11-29 15:44 UTC,9d 17h 5m,Not in Transit,Other Special Craft,OTHER MARKETS
CLEAN OCEAN,DEPARTURE,Port,LOS ANGELES,2021-11-29 14:16 UTC,4d 12h 52m,Not in Transit,Supply Vessel,SUPPORTING VESSELS
TWO HARBORS,DEPARTURE,Port,LOS ANGELES,2021-11-29 14:03 UTC,13d 12h 2m,Not in Transit,Other Passenger,PASSENGER SHIPS
ISLAND EXPLORER 3,DEPARTURE,Port,LOS ANGELES,2021-11-29 13:40 UTC,13d 11h 55m,Not in Transit,Other Passenger,PASSENGER SHIPS
ST KATHERINE,DEPARTURE,Port,LOS ANGELES,2021-11-29 12:05 UTC,4d 20h 36m,Not in Transit,Other Fishing,FISHING
